as_of,team,player,club,position,talent,talent_se,exp_minutes,available,age,is_starter
2026-06-01,Algeria,Melvin Mastil,Stade Nyonnais,GK,70.0,8.0,,True,26.3,False
2026-06-01,Algeria,Aïssa Mandi,Lille,DEF,76.0,3.0,,True,34.6,True
2026-06-01,Algeria,Achref Abada,USM Alger,DEF,70.0,8.0,,True,27.0,False
2026-06-01,Algeria,Mohamed Amine Tougai,Espérance de Tunis,DEF,70.0,8.0,,True,26.4,False
2026-06-01,Algeria,Zineddine Belaïd,JS Kabylie,DEF,67.0,3.0,,True,27.2,False
2026-06-01,Algeria,Ramiz Zerrouki,Twente,MID,75.0,3.0,,True,28.0,True
2026-06-01,Algeria,Riyad Mahrez,Al-Ahli,FWD,85.0,3.0,,True,35.3,True
2026-06-01,Algeria,Houssem Aouar,Al-Ittihad,MID,75.0,3.0,,True,27.9,False
2026-06-01,Algeria,Amine Gouiri,Marseille,FWD,78.0,3.0,,True,26.3,True
2026-06-01,Algeria,Farès Chaïbi,Eintracht Frankfurt,MID,77.0,3.0,,True,23.5,True
2026-06-01,Algeria,Anis Hadj Moussa,Feyenoord,FWD,67.0,3.0,,True,24.3,False
2026-06-01,Algeria,Nadhir Benbouali,Győri ETO,FWD,70.0,8.0,,True,26.1,False
2026-06-01,Algeria,Jaouen Hadjam,Young Boys,DEF,68.0,3.0,,True,23.2,False
2026-06-01,Algeria,Hicham Boudaoui,Nice,MID,76.0,3.0,,True,26.7,True
2026-06-01,Algeria,Rayan Aït-Nouri,Manchester City,DEF,79.0,3.0,,True,25.0,True
2026-06-01,Algeria,Oussama Benbot,USM Alger,GK,70.0,8.0,,True,31.6,False
2026-06-01,Algeria,Rafik Belghali,Hellas Verona,DEF,65.0,3.0,,True,24.0,False
2026-06-01,Algeria,Mohamed Amoura,VfL Wolfsburg,FWD,75.0,3.0,,True,26.1,True
2026-06-01,Algeria,Nabil Bentaleb,Lille,MID,78.0,3.0,,True,31.5,True
2026-06-01,Algeria,Adil Boulbina,Al-Duhail,FWD,70.0,8.0,,True,23.1,False
2026-06-01,Algeria,Ramy Bensebaini,Borussia Dortmund,DEF,78.0,3.0,,True,31.1,True
2026-06-01,Algeria,Ibrahim Maza,Bayer Leverkusen,MID,67.0,4.0,,True,20.5,False
2026-06-01,Algeria,Luca Zidane,Granada,GK,70.0,4.0,,True,28.1,True
2026-06-01,Algeria,Yacine Titraoui,Charleroi,MID,65.0,3.0,,True,22.9,False
2026-06-01,Algeria,Farès Ghedjemis,Frosinone,FWD,70.0,8.0,,True,23.7,False
2026-06-01,Algeria,Samir Chergui,Paris FC,DEF,67.0,4.0,,True,27.3,False
2026-06-01,Argentina,Juan Musso,Atlético Madrid,GK,79.0,3.0,,True,32.1,False
2026-06-01,Argentina,Marcos Senesi,Bournemouth,DEF,78.0,3.0,,True,29.1,False
2026-06-01,Argentina,Nicolás Tagliafico,Lyon,DEF,78.0,3.0,,True,33.7,False
2026-06-01,Argentina,Gonzalo Montiel,River Plate,DEF,76.0,3.0,,True,29.4,False
2026-06-01,Argentina,Leandro Paredes,Boca Juniors,MID,78.0,3.0,,True,31.9,False
2026-06-01,Argentina,Lisandro Martínez,Manchester United,DEF,84.0,3.0,,True,28.4,True
2026-06-01,Argentina,Rodrigo De Paul,Inter Miami CF,MID,84.0,3.0,,True,32.0,True
2026-06-01,Argentina,Valentín Barco,Strasbourg,MID,73.0,3.0,,True,21.9,False
2026-06-01,Argentina,Julián Alvarez,Atlético Madrid,FWD,84.0,3.0,,True,26.3,True
2026-06-01,Argentina,Lionel Messi,Inter Miami CF,FWD,88.0,3.0,,True,38.9,True
2026-06-01,Argentina,Giovani Lo Celso,Real Betis,MID,80.0,3.0,,True,30.1,False
2026-06-01,Argentina,Gerónimo Rulli,Marseille,GK,79.0,3.0,,True,34.0,False
2026-06-01,Argentina,Cristian Romero,Tottenham Hotspur,DEF,84.0,3.0,,True,28.1,True
2026-06-01,Argentina,Exequiel Palacios,Bayer Leverkusen,MID,84.0,3.0,,True,27.7,True
2026-06-01,Argentina,Nicolás González,Atlético Madrid,MID,80.0,3.0,,True,28.2,False
2026-06-01,Argentina,Thiago Almada,Atlético Madrid,FWD,75.5,8.0,,True,25.1,False
2026-06-01,Argentina,Giuliano Simeone,Atlético Madrid,FWD,72.0,3.0,,True,23.5,False
2026-06-01,Argentina,Nico Paz,Como,FWD,69.0,3.0,,True,21.7,False
2026-06-01,Argentina,Nicolás Otamendi,Benfica,DEF,81.0,3.0,,True,38.3,False
2026-06-01,Argentina,Alexis Mac Allister,Liverpool,MID,86.0,3.0,,True,27.4,True
2026-06-01,Argentina,José Manuel López,Palmeiras,FWD,75.5,8.0,,True,25.5,False
2026-06-01,Argentina,Lautaro Martínez,Inter Milan,FWD,89.0,3.0,,True,28.8,True
2026-06-01,Argentina,Emiliano Martínez,Aston Villa,GK,87.0,3.0,,True,33.7,True
2026-06-01,Argentina,Enzo Fernández,Chelsea,MID,82.0,3.0,,True,25.4,True
2026-06-01,Argentina,Facundo Medina,Marseille,DEF,80.0,3.0,,True,27.0,False
2026-06-01,Argentina,Nahuel Molina,Atlético Madrid,DEF,82.0,3.0,,True,28.2,True
2026-06-01,Australia,Mathew Ryan,Levante,GK,78.0,3.0,,True,34.1,True
2026-06-01,Australia,Miloš Degenek,APOEL,DEF,64.0,8.0,,True,32.1,False
2026-06-01,Australia,Alessandro Circati,Parma,DEF,73.0,3.0,,True,22.6,True
2026-06-01,Australia,Jacob Italiano,Grazer AK,DEF,61.0,3.0,,True,24.8,False
2026-06-01,Australia,Jordan Bos,Feyenoord,DEF,69.0,3.0,,True,23.6,True
2026-06-01,Australia,Jason Geria,Albirex Niigata,DEF,66.0,3.0,,True,33.1,False
2026-06-01,Australia,Mathew Leckie,Melbourne City,FWD,73.0,3.0,,True,35.3,True
2026-06-01,Australia,Connor Metcalfe,FC St. Pauli,MID,69.0,3.0,,True,26.6,True
2026-06-01,Australia,Mohamed Touré,Norwich City,FWD,64.0,3.0,,True,22.2,False
2026-06-01,Australia,Ajdin Hrustic,Heracles Almelo,FWD,69.0,3.0,,True,29.9,True
2026-06-01,Australia,Awer Mabil,Castellón,FWD,68.0,3.0,,True,30.7,False
2026-06-01,Australia,Paul Izzo,Randers,GK,69.0,3.0,,True,31.4,False
2026-06-01,Australia,Aiden O'Neill,New York City FC,MID,70.0,3.0,,True,27.9,True
2026-06-01,Australia,Cammy Devlin,Heart of Midlothian,MID,72.0,3.0,,True,28.0,True
2026-06-01,Australia,Kai Trewin,New York City FC,DEF,65.0,3.0,,True,25.0,False
2026-06-01,Australia,Aziz Behich,Melbourne City,DEF,67.0,3.0,,True,35.5,False
2026-06-01,Australia,Nestory Irankunda,Watford,FWD,68.0,3.0,,True,20.3,False
2026-06-01,Australia,Patrick Beach,Melbourne City,GK,56.0,3.0,,True,22.8,False
2026-06-01,Australia,Harry Souttar,Leicester City,DEF,71.0,3.0,,True,27.6,True
2026-06-01,Australia,Cristian Volpato,Sassuolo,FWD,68.0,4.0,,True,22.5,False
2026-06-01,Australia,Cameron Burgess,Swansea City,DEF,72.0,3.0,,True,30.6,True
2026-06-01,Australia,Jackson Irvine,FC St. Pauli,MID,74.0,3.0,,True,33.2,True
2026-06-01,Australia,Nishan Velupillay,Melbourne Victory,FWD,64.0,3.0,,True,25.1,False
2026-06-01,Australia,Paul Okon-Engstler,Sydney FC,MID,64.0,8.0,,True,21.3,False
2026-06-01,Australia,Lucas Herrington,Colorado Rapids,DEF,64.0,8.0,,True,18.7,False
2026-06-01,Australia,Tete Yengi,Machida Zelvia,FWD,64.0,8.0,,True,25.5,False
2026-06-01,Austria,Alexander Schlager,Red Bull Salzburg,GK,74.0,3.0,,True,30.3,True
2026-06-01,Austria,David Affengruber,Elche,DEF,71.0,8.0,,True,25.2,False
2026-06-01,Austria,Kevin Danso,Tottenham Hotspur,DEF,80.0,3.0,,True,27.7,True
2026-06-01,Austria,Xaver Schlager,RB Leipzig,MID,81.0,3.0,,True,28.7,True
2026-06-01,Austria,Stefan Posch,Mainz 05,DEF,78.0,3.0,,True,29.0,True
2026-06-01,Austria,Nicolas Seiwald,RB Leipzig,MID,77.0,3.0,,True,25.1,True
2026-06-01,Austria,Marko Arnautović,Red Star Belgrade,FWD,80.0,3.0,,True,37.1,True
2026-06-01,Austria,David Alaba,Real Madrid,DEF,85.0,3.0,,True,33.9,True
2026-06-01,Austria,Marcel Sabitzer,Borussia Dortmund,MID,84.0,3.0,,True,32.2,True
2026-06-01,Austria,Florian Grillitsch,Braga,MID,74.0,3.0,,True,30.8,False
2026-06-01,Austria,Michael Gregoritsch,FC Augsburg,FWD,78.0,3.0,,True,32.1,True
2026-06-01,Austria,Florian Wiegele,Viktoria Plzeň,GK,71.0,8.0,,True,25.2,False
2026-06-01,Austria,Patrick Pentz,Brøndby,GK,74.0,3.0,,True,29.4,False
2026-06-01,Austria,Saša Kalajdžić,LASK,FWD,77.0,3.0,,True,28.9,False
2026-06-01,Austria,Philipp Lienhart,SC Freiburg,DEF,79.0,3.0,,True,29.9,True
2026-06-01,Austria,Phillipp Mwene,Mainz 05,DEF,74.0,3.0,,True,32.3,False
2026-06-01,Austria,Carney Chukwuemeka,Borussia Dortmund,MID,72.0,4.0,,True,22.6,False
2026-06-01,Austria,Romano Schmid,Werder Bremen,MID,75.0,3.0,,True,26.3,False
2026-06-01,Austria,Dejan Ljubičić,Schalke 04,MID,74.0,3.0,,True,28.6,False
2026-06-01,Austria,Konrad Laimer,Bayern Munich,MID,83.0,3.0,,True,29.0,True
2026-06-01,Austria,Patrick Wimmer,VfL Wolfsburg,FWD,77.0,3.0,,True,25.0,False
2026-06-01,Austria,Alexander Prass,TSG Hoffenheim,MID,74.0,3.0,,True,25.0,False
2026-06-01,Austria,Marco Friedl,Werder Bremen,DEF,75.0,3.0,,True,28.2,False
2026-06-01,Austria,Paul Wanner,PSV Eindhoven,MID,68.0,4.0,,True,20.4,False
2026-06-01,Austria,Michael Svoboda,Venezia,DEF,69.0,3.0,,True,27.6,False
2026-06-01,Austria,Alessandro Schöpf,Wolfsberger AC,MID,68.0,3.0,,True,32.3,False
2026-06-01,Belgium,Thibaut Courtois,Real Madrid,GK,89.0,3.0,,True,34.1,True
2026-06-01,Belgium,Zeno Debast,Sporting CP,DEF,76.0,3.0,,True,22.6,False
2026-06-01,Belgium,Arthur Theate,Eintracht Frankfurt,DEF,77.0,3.0,,True,26.0,False
2026-06-01,Belgium,Brandon Mechele,Club Brugge,DEF,75.0,3.0,,True,33.3,False
2026-06-01,Belgium,Maxim De Cuyper,Brighton & Hove Albion,DEF,76.0,3.0,,True,25.4,False
2026-06-01,Belgium,Axel Witsel,Girona,MID,80.0,3.0,,True,37.4,True
2026-06-01,Belgium,Kevin De Bruyne,Napoli,MID,90.0,3.0,,True,34.9,True
2026-06-01,Belgium,Youri Tielemans,Aston Villa,MID,81.0,3.0,,True,29.1,True
2026-06-01,Belgium,Romelu Lukaku,Napoli,FWD,82.0,3.0,,True,33.1,True
2026-06-01,Belgium,Leandro Trossard,Arsenal,FWD,83.0,3.0,,True,31.5,True
2026-06-01,Belgium,Jérémy Doku,Manchester City,FWD,80.0,3.0,,True,24.0,True
2026-06-01,Belgium,Senne Lammens,Manchester United,GK,67.0,3.0,,True,23.9,False
2026-06-01,Belgium,Mike Penders,Strasbourg,GK,65.0,3.0,,True,20.8,False
2026-06-01,Belgium,Dodi Lukébakio,Benfica,FWD,79.0,3.0,,True,28.7,True
2026-06-01,Belgium,Thomas Meunier,Lille,DEF,76.0,3.0,,True,34.7,False
2026-06-01,Belgium,Koni De Winter,Milan,DEF,72.0,3.0,,True,24.0,False
2026-06-01,Belgium,Charles De Ketelaere,Atalanta,FWD,79.0,3.0,,True,25.2,True
2026-06-01,Belgium,Joaquin Seys,Club Brugge,DEF,62.0,3.0,,True,21.2,False
2026-06-01,Belgium,Diego Moreira,Strasbourg,MID,68.0,4.0,,True,21.8,False
2026-06-01,Belgium,Hans Vanaken,Club Brugge,MID,80.0,3.0,,True,33.8,True
2026-06-01,Belgium,Timothy Castagne,Fulham,DEF,77.0,3.0,,True,30.5,False
2026-06-01,Belgium,Alexis Saelemaekers,Milan,MID,78.0,3.0,,True,26.9,False
2026-06-01,Belgium,Nicolas Raskin,Rangers,MID,75.0,3.0,,True,25.3,False
2026-06-01,Belgium,Amadou Onana,Aston Villa,MID,78.0,3.0,,True,24.8,True
2026-06-01,Belgium,Nathan Ngoy,Lille,DEF,67.0,3.0,,True,23.0,False
2026-06-01,Belgium,Matias Fernandez-Pardo,Lille,FWD,67.0,3.0,,True,21.3,False
2026-06-01,Bosnia and Herzegovina,Nikola Vasilj,FC St. Pauli,GK,70.0,3.0,,True,30.5,True
2026-06-01,Bosnia and Herzegovina,Nihad Mujakić,Gaziantep,DEF,65.0,8.0,,True,28.1,False
2026-06-01,Bosnia and Herzegovina,Dennis Hadžikadunić,Sampdoria,DEF,70.0,3.0,,True,27.9,True
2026-06-01,Bosnia and Herzegovina,Tarik Muharemović,Sassuolo,DEF,65.0,8.0,,True,23.3,False
2026-06-01,Bosnia and Herzegovina,Sead Kolašinac,Atalanta,DEF,79.0,3.0,,True,32.9,True
2026-06-01,Bosnia and Herzegovina,Benjamin Tahirović,Brøndby,MID,70.0,3.0,,True,23.2,True
2026-06-01,Bosnia and Herzegovina,Amar Dedić,Benfica,DEF,73.0,3.0,,True,23.8,True
2026-06-01,Bosnia and Herzegovina,Armin Gigović,Young Boys,MID,67.0,3.0,,True,24.2,False
2026-06-01,Bosnia and Herzegovina,Samed Baždar,Jagiellonia Białystok,FWD,65.0,8.0,,True,22.3,False
2026-06-01,Bosnia and Herzegovina,Ermedin Demirović,VfB Stuttgart,FWD,79.0,3.0,,True,28.2,True
2026-06-01,Bosnia and Herzegovina,Edin Džeko,Schalke 04,FWD,82.0,3.0,,True,40.2,True
2026-06-01,Bosnia and Herzegovina,Mladen Jurkas,Borac Banja Luka,GK,65.0,8.0,,True,18.7,False
2026-06-01,Bosnia and Herzegovina,Ivan Bašić,Astana,MID,65.0,8.0,,True,24.1,False
2026-06-01,Bosnia and Herzegovina,Ivan Šunjić,Pafos,MID,65.0,8.0,,True,29.6,False
2026-06-01,Bosnia and Herzegovina,Amar Memić,Viktoria Plzeň,MID,65.0,8.0,,True,25.4,False
2026-06-01,Bosnia and Herzegovina,Amir Hadžiahmetović,Hull City,MID,74.0,3.0,,True,29.2,True
2026-06-01,Bosnia and Herzegovina,Dženis Burnić,Karlsruher SC,MID,68.0,4.0,,True,28.0,True
2026-06-01,Bosnia and Herzegovina,Nikola Katić,Schalke 04,DEF,69.0,4.0,,True,29.6,True
2026-06-01,Bosnia and Herzegovina,Kerim Alajbegović,Red Bull Salzburg,FWD,65.0,8.0,,True,18.7,False
2026-06-01,Bosnia and Herzegovina,Esmir Bajraktarević,PSV Eindhoven,FWD,63.0,4.0,,True,21.2,False
2026-06-01,Bosnia and Herzegovina,Stjepan Radeljić,Rijeka,DEF,65.0,8.0,,True,28.7,False
2026-06-01,Bosnia and Herzegovina,Martin Zlomislić,Rijeka,GK,65.0,8.0,,True,27.8,False
2026-06-01,Bosnia and Herzegovina,Haris Tabaković,Borussia Mönchengladbach,FWD,73.0,3.0,,True,31.9,True
2026-06-01,Bosnia and Herzegovina,Arjan Malić,Sturm Graz,DEF,59.0,4.0,,True,20.8,False
2026-06-01,Bosnia and Herzegovina,Jovo Lukić,Universitatea Cluj,FWD,65.0,8.0,,True,27.5,False
2026-06-01,Bosnia and Herzegovina,Ermin Mahmić,Slovan Liberec,MID,65.0,8.0,,True,21.2,False
2026-06-01,Brazil,Alisson,Liverpool,GK,89.0,3.0,,True,33.7,True
2026-06-01,Brazil,Éderson Silva,Atalanta,MID,80.0,3.0,,True,26.9,False
2026-06-01,Brazil,Gabriel Magalhães,Arsenal,DEF,86.0,4.0,,True,28.4,True
2026-06-01,Brazil,Marquinhos,Paris Saint-Germain,DEF,87.0,3.0,,True,32.0,True
2026-06-01,Brazil,Casemiro,Manchester United,MID,84.0,3.0,,True,34.3,True
2026-06-01,Brazil,Alex Sandro,Flamengo,DEF,76.0,5.0,,True,35.3,False
2026-06-01,Brazil,Vinícius Júnior,Real Madrid,FWD,90.0,4.0,,True,25.9,True
2026-06-01,Brazil,Bruno Guimarães,Newcastle United,MID,85.0,3.0,,True,28.5,True
2026-06-01,Brazil,Matheus Cunha,Manchester United,FWD,79.0,3.0,,True,27.0,False
2026-06-01,Brazil,Neymar,Santos,FWD,87.0,3.0,,True,34.3,True
2026-06-01,Brazil,Raphinha,Barcelona,FWD,84.0,3.0,,True,29.5,True
2026-06-01,Brazil,Weverton,Grêmio,GK,70.0,5.0,,True,38.5,False
2026-06-01,Brazil,Danilo Luiz,Flamengo,DEF,82.0,4.0,,True,34.9,True
2026-06-01,Brazil,Bremer,Juventus,DEF,86.0,3.0,,True,29.2,True
2026-06-01,Brazil,Léo Pereira,Flamengo,DEF,76.0,8.0,,True,30.3,False
2026-06-01,Brazil,Douglas Santos,Zenit Saint Petersburg,DEF,76.0,8.0,,True,32.2,False
2026-06-01,Brazil,Fabinho,Al-Ittihad,MID,82.0,3.0,,True,32.6,False
2026-06-01,Brazil,Danilo Santos,Botafogo,MID,76.0,4.0,,True,25.1,False
2026-06-01,Brazil,Endrick,Lyon,FWD,77.0,3.0,,True,19.9,False
2026-06-01,Brazil,Lucas Paquetá,Flamengo,MID,82.0,3.0,,True,28.8,False
2026-06-01,Brazil,Luiz Henrique,Zenit Saint Petersburg,FWD,74.0,5.0,,True,25.4,False
2026-06-01,Brazil,Gabriel Martinelli,Arsenal,FWD,83.0,3.0,,True,25.0,True
2026-06-01,Brazil,Ederson Moraes,Fenerbahçe,GK,88.0,4.0,,True,32.8,False
2026-06-01,Brazil,Roger Ibañez,Al-Ahli,DEF,80.0,4.0,,True,27.5,False
2026-06-01,Brazil,Igor Thiago,Brentford,FWD,76.0,3.0,,True,24.9,False
2026-06-01,Brazil,Rayan,Bournemouth,FWD,76.0,8.0,,True,19.8,False
2026-06-01,Canada,Dayne St. Clair,Inter Miami CF,GK,71.0,3.0,,True,29.1,False
2026-06-01,Canada,Alistair Johnston,Celtic,DEF,75.0,3.0,,True,27.6,True
2026-06-01,Canada,Alfie Jones,Middlesbrough,DEF,72.0,4.0,,True,28.6,False
2026-06-01,Canada,Luc de Fougerolles,Dender,DEF,58.0,3.0,,True,20.6,False
2026-06-01,Canada,Joel Waterman,Chicago Fire FC,DEF,67.0,3.0,,True,30.4,False
2026-06-01,Canada,Mathieu Choinière,Los Angeles FC,MID,70.0,3.0,,True,27.3,False
2026-06-01,Canada,Stephen Eustáquio,Los Angeles FC,MID,76.0,3.0,,True,29.4,True
2026-06-01,Canada,Ismaël Koné,Sassuolo,MID,72.0,3.0,,True,24.0,True
2026-06-01,Canada,Cyle Larin,Southampton,FWD,75.0,3.0,,True,31.1,True
2026-06-01,Canada,Jonathan David,Juventus,FWD,81.0,3.0,,True,26.4,True
2026-06-01,Canada,Liam Millar,Hull City,MID,72.0,3.0,,True,26.7,True
2026-06-01,Canada,Tani Oluwaseyi,Villarreal,FWD,59.0,4.0,,True,26.0,False
2026-06-01,Canada,Derek Cornelius,Rangers,DEF,72.0,3.0,,True,28.5,True
2026-06-01,Canada,Jacob Shaffelburg,Los Angeles FC,MID,67.0,3.0,,True,26.5,False
2026-06-01,Canada,Moïse Bombito,Nice,DEF,67.0,3.0,,True,26.2,False
2026-06-01,Canada,Maxime Crépeau,Orlando City SC,GK,73.0,3.0,,True,32.1,True
2026-06-01,Canada,Tajon Buchanan,Villarreal,FWD,74.0,3.0,,True,27.3,True
2026-06-01,Canada,Owen Goodman,Barnsley,GK,62.0,4.0,,True,22.5,False
2026-06-01,Canada,Alphonso Davies,Bayern Munich,DEF,82.0,3.0,,True,25.6,True
2026-06-01,Canada,Ali Ahmed,Norwich City,FWD,64.0,3.0,,True,25.6,False
2026-06-01,Canada,Jonathan Osorio,Toronto FC,MID,72.0,3.0,,True,34.0,True
2026-06-01,Canada,Richie Laryea,Toronto FC,DEF,71.0,3.0,,True,31.4,False
2026-06-01,Canada,Niko Sigur,Hajduk Split,DEF,69.0,3.0,,True,22.7,False
2026-06-01,Canada,Promise David,Union Saint-Gilloise,FWD,63.0,3.0,,True,24.9,False
2026-06-01,Canada,Nathan Saliba,Anderlecht,MID,62.0,4.0,,True,22.3,False
2026-06-01,Canada,Jayden Nelson,Austin FC,FWD,66.0,3.0,,True,23.7,False
2026-06-01,Cape Verde,Vozinha,Chaves,GK,62.0,8.0,,True,40.0,True
2026-06-01,Cape Verde,Stopira,Torreense,DEF,62.0,8.0,,True,38.0,True
2026-06-01,Cape Verde,Diney,Al Bataeh,DEF,62.0,8.0,,True,31.4,False
2026-06-01,Cape Verde,Roberto Lopes,Shamrock Rovers,DEF,67.0,3.0,,True,34.0,True
2026-06-01,Cape Verde,Logan Costa,Villarreal,DEF,74.0,3.0,,True,25.2,True
2026-06-01,Cape Verde,Kevin Pina,Krasnodar,MID,62.0,8.0,,True,29.3,False
2026-06-01,Cape Verde,Jovane Cabral,Estrela Amadora,MID,62.0,8.0,,True,28.0,False
2026-06-01,Cape Verde,João Paulo,FCSB,MID,76.0,4.0,,True,28.0,True
2026-06-01,Cape Verde,Gilson Benchimol,Akron Tolyatti,FWD,62.0,8.0,,True,24.4,False
2026-06-01,Cape Verde,Jamiro Monteiro,PEC Zwolle,MID,62.0,8.0,,True,32.5,False
2026-06-01,Cape Verde,Garry Rodrigues,Apollon Limassol,MID,62.0,8.0,,True,35.5,True
2026-06-01,Cape Verde,Márcio Rosa,Montana,GK,62.0,8.0,,True,29.3,False
2026-06-01,Cape Verde,Sidny Lopes Cabral,Benfica,DEF,62.0,8.0,,True,23.7,False
2026-06-01,Cape Verde,Deroy Duarte,Ludogorets Razgrad,MID,62.0,8.0,,True,26.9,False
2026-06-01,Cape Verde,Laros Duarte,Puskás Akadémia,MID,62.0,8.0,,True,29.3,False
2026-06-01,Cape Verde,Yannick Semedo,Farense,MID,62.0,8.0,,True,30.4,False
2026-06-01,Cape Verde,Willy Semedo,Omonia,MID,62.0,8.0,,True,32.1,False
2026-06-01,Cape Verde,Telmo Arcanjo,Vitória de Guimarães,MID,61.0,3.0,,True,24.9,False
2026-06-01,Cape Verde,Dailon Livramento,Casa Pia,FWD,69.0,4.0,,True,25.1,True
2026-06-01,Cape Verde,Ryan Mendes,Iğdır,FWD,62.0,8.0,,True,36.4,True
2026-06-01,Cape Verde,Nuno da Costa,İstanbul Başakşehir,MID,72.0,3.0,,True,35.3,True
2026-06-01,Cape Verde,Steven Moreira,Columbus Crew,DEF,69.0,3.0,,True,31.8,True
2026-06-01,Cape Verde,CJ dos Santos,San Diego FC,GK,61.0,4.0,,True,25.8,False
2026-06-01,Cape Verde,Wagner Pina,Trabzonspor,DEF,67.0,3.0,,True,23.6,True
2026-06-01,Cape Verde,Kelvin Pires,SJK,DEF,62.0,8.0,,True,26.0,False
2026-06-01,Cape Verde,Hélio Varela,Maccabi Tel Aviv,MID,62.0,8.0,,True,24.1,False
2026-06-01,Colombia,David Ospina,Atlético Nacional,GK,77.0,3.0,,True,37.7,True
2026-06-01,Colombia,Daniel Muñoz,Crystal Palace,DEF,80.0,3.0,,True,30.0,True
2026-06-01,Colombia,Jhon Lucumí,Bologna,DEF,77.0,3.0,,True,27.9,True
2026-06-01,Colombia,Santiago Arias,Independiente,DEF,72.0,8.0,,True,34.4,False
2026-06-01,Colombia,Kevin Castaño,River Plate,MID,72.0,8.0,,True,25.7,False
2026-06-01,Colombia,Richard Ríos,Benfica,MID,72.0,8.0,,True,26.0,False
2026-06-01,Colombia,Luis Díaz,Bayern Munich,FWD,84.0,3.0,,True,29.4,True
2026-06-01,Colombia,Jorge Carrascal,Flamengo,MID,72.0,8.0,,True,28.0,False
2026-06-01,Colombia,Jhon Córdoba,Krasnodar,FWD,72.0,8.0,,True,33.1,False
2026-06-01,Colombia,James Rodríguez,Minnesota United FC,MID,72.0,8.0,,True,34.9,False
2026-06-01,Colombia,Jhon Arias,Palmeiras,MID,72.0,8.0,,True,28.7,False
2026-06-01,Colombia,Camilo Vargas,Atlas,GK,72.0,8.0,,True,37.2,False
2026-06-01,Colombia,Yerry Mina,Cagliari,DEF,76.0,3.0,,True,31.7,True
2026-06-01,Colombia,Gustavo Puerta,Racing Santander,DEF,65.0,3.0,,True,22.9,False
2026-06-01,Colombia,Juan Portilla,Athletico Paranaense,MID,72.0,4.0,,True,27.7,False
2026-06-01,Colombia,Jefferson Lerma,Crystal Palace,MID,79.0,3.0,,True,31.6,True
2026-06-01,Colombia,Johan Mojica,Mallorca,DEF,77.0,3.0,,True,33.8,True
2026-06-01,Colombia,Willer Ditta,Cruz Azul,DEF,72.0,8.0,,True,28.4,False
2026-06-01,Colombia,Cucho Hernández,Real Betis,FWD,78.0,3.0,,True,27.1,True
2026-06-01,Colombia,Juan Fernando Quintero,River Plate,MID,77.0,3.0,,True,33.4,True
2026-06-01,Colombia,Jaminton Campaz,Rosario Central,FWD,76.0,3.0,,True,26.0,False
2026-06-01,Colombia,Deiver Machado,Nantes,DEF,76.0,3.0,,True,32.7,True
2026-06-01,Colombia,Davinson Sánchez,Galatasaray,DEF,80.0,3.0,,True,30.0,True
2026-06-01,Colombia,Álvaro Montero,Vélez Sarsfield,GK,76.0,3.0,,True,31.2,False
2026-06-01,Colombia,Luis Suárez,Sporting CP,FWD,75.0,4.0,,True,28.5,False
2026-06-01,Colombia,Andrés Gómez,Vasco da Gama,FWD,70.0,3.0,,True,23.7,False
2026-06-01,Croatia,Dominik Livaković,Dinamo Zagreb,GK,80.0,3.0,,True,31.4,True
2026-06-01,Croatia,Josip Stanišić,Bayern Munich,DEF,77.0,3.0,,True,26.2,True
2026-06-01,Croatia,Marin Pongračić,Fiorentina,DEF,75.0,3.0,,True,28.7,False
2026-06-01,Croatia,Joško Gvardiol,Manchester City,DEF,83.0,3.0,,True,24.4,True
2026-06-01,Croatia,Duje Ćaleta-Car,Real Sociedad,DEF,75.0,3.0,,True,29.7,False
2026-06-01,Croatia,Josip Šutalo,Ajax,DEF,77.0,3.0,,True,26.3,True
2026-06-01,Croatia,Nikola Moro,Bologna,MID,75.0,3.0,,True,28.2,False
2026-06-01,Croatia,Mateo Kovačić,Manchester City,MID,83.0,3.0,,True,32.1,True
2026-06-01,Croatia,Andrej Kramarić,TSG Hoffenheim,FWD,81.0,3.0,,True,35.0,True
2026-06-01,Croatia,Luka Modrić,Milan,MID,86.0,3.0,,True,40.7,True
2026-06-01,Croatia,Ante Budimir,Osasuna,FWD,78.0,3.0,,True,34.9,True
2026-06-01,Croatia,Ivor Pandur,Hull City,GK,70.0,3.0,,True,26.2,False
2026-06-01,Croatia,Nikola Vlašić,Torino,MID,79.0,3.0,,True,28.7,True
2026-06-01,Croatia,Ivan Perišić,PSV Eindhoven,FWD,71.0,8.0,,True,37.3,False
2026-06-01,Croatia,Mario Pašalić,Atalanta,MID,80.0,3.0,,True,31.3,True
2026-06-01,Croatia,Martin Baturina,Como,MID,76.0,3.0,,True,23.3,False
2026-06-01,Croatia,Petar Sučić,Inter Milan,MID,70.0,3.0,,True,22.6,False
2026-06-01,Croatia,Kristijan Jakić,FC Augsburg,DEF,75.0,3.0,,True,29.0,False
2026-06-01,Croatia,Toni Fruk,Rijeka,MID,71.0,8.0,,True,25.2,False
2026-06-01,Croatia,Igor Matanović,SC Freiburg,FWD,71.0,3.0,,True,23.2,False
2026-06-01,Croatia,Luka Sučić,Real Sociedad,MID,74.0,3.0,,True,23.7,False
2026-06-01,Croatia,Luka Vušković,Hamburger SV,DEF,64.0,3.0,,True,19.3,False
